run_id,task,source_task,model_key,parameter_count,tensor_count,kernel_count,parameter_l2,initial_parameter_l2,distance_from_initialization_l2,relative_distance_from_initialization,update_to_weight_ratio,frobenius_sum_sq,log_frobenius_product_sq,spectral_sum_sq,log_spectral_product_sq,split,architecture,dataset,dev_name,train_acc,test_acc,train_loss,test_loss,generalization_gap_accuracy,generalization_gap_loss,test_error,hp.nparams,hp.depth,hp.wd,hp.reverse,hp.lr,hp.bs,hparams_json,hp.weight_decay,hp.conv,hp.dropout_p,hp.dense,hp.convwidth,hp.num_conv_blocks,hp.dense_width,hp.num_dense_layers
task1:600,task1,task1_v4,600,1671114,16,8,34.030468234053764,31.260270010668922,11.751603500547091,0.3759277669878202,0.34532594202707567,1155.1417682969502,37.27543594261999,32.86954524924876,10.53741849970699,development,vgg,cifar10,dw_128_conv_3_dense_1_w_0_lr_0.001_bs_512_drop_0.5_opt_sgd-mom_convwidth_256,0.9994400143623352,0.7688999772071838,0.0086314212530851,1.211556077003479,0.2305400371551513,1.202924655750394,0.2311000227928161,,,,,,512,"{""bs"":512,""convwidth"":256,""dense_width"":128,""dropout_p"":0.5,""num_conv_blocks"":3,""num_dense_layers"":1,""weight_decay"":0.0}",0.0,,0.5,,256.0,3.0,128.0,1.0
task1:606,task1,task1_v4,606,1671114,16,8,61.22917362793747,31.249726440907367,50.51442481454789,1.6164757445179463,0.825005823555641,3723.6604774982097,44.86997211787789,186.55479181909917,23.573540529951163,development,vgg,cifar10,dw_128_conv_3_dense_1_w_0_lr_0.001_bs_8_drop_0_opt_sgd-mom_convwidth_256,0.9975200295448304,0.8047000169754028,0.0072895558550953,1.573440432548523,0.1928200125694275,1.5661508766934276,0.1952999830245971,,,,,,8,"{""bs"":8,""convwidth"":256,""dense_width"":128,""dropout_p"":0.0,""num_conv_blocks"":3,""num_dense_layers"":1,""weight_decay"":0.0}",0.0,,0.0,,256.0,3.0,128.0,1.0
task1:607,task1,task1_v4,607,5626378,16,8,54.4608331125834,41.04501092983415,33.44162491289678,0.8147549277076512,0.6140490881541427,2953.611561399315,43.80555141510505,105.23798271440228,19.41802566474007,development,vgg,cifar10,dw_128_conv_3_dense_1_w_0_lr_0.001_bs_8_drop_0_opt_sgd-mom_convwidth_512,0.9968799948692322,0.8198999762535095,0.0095805944874882,1.1861234903335571,0.1769800186157226,1.1765428958460689,0.1801000237464904,,,,,,8,"{""bs"":8,""convwidth"":512,""dense_width"":128,""dropout_p"":0.0,""num_conv_blocks"":3,""num_dense_layers"":1,""weight_decay"":0.0}",0.0,,0.0,,512.0,3.0,128.0,1.0
task1:662,task1,task1_v4,662,1687626,18,9,17.965960547280194,33.2082134065929,29.700711360210565,0.8943784778952915,1.653165789941961,312.0299946753994,30.02592164766576,31.385782998133884,9.288395468453626,development,vgg,cifar10,dw_128_conv_3_dense_2_w_0.001_lr_0.001_bs_32_drop_0_opt_sgd-mom_convwidth_256,0.9988999962806702,0.7789000272750854,0.008781811222434,1.0906490087509155,0.2199999690055847,1.0818671975284817,0.2210999727249145,,,,,,32,"{""bs"":32,""convwidth"":256,""dense_width"":128,""dropout_p"":0.0,""num_conv_blocks"":3,""num_dense_layers"":2,""weight_decay"":0.001}",0.001,,0.0,,256.0,3.0,128.0,2.0
task1:666,task1,task1_v4,666,1687626,18,9,29.573171357025494,33.24485752236705,9.677025103658998,0.29108336822163616,0.32722310998817156,872.2808622483387,38.77473485317564,24.486157234461594,8.424420520653758,development,vgg,cifar10,dw_128_conv_3_dense_2_w_0.001_lr_0.001_bs_512_drop_0_opt_sgd-mom_convwidth_256,0.9998199939727784,0.6902999877929688,0.0090019414201378,1.8697668313980105,0.3095200061798095,1.8607648899778724,0.3097000122070312,,,,,,512,"{""bs"":512,""convwidth"":256,""dense_width"":128,""dropout_p"":0.0,""num_conv_blocks"":3,""num_dense_layers"":2,""weight_decay"":0.001}",0.001,,0.0,,256.0,3.0,128.0,2.0
task1:668,task1,task1_v4,668,1687626,18,9,39.45357117956072,33.23251475828533,49.418386497974346,1.4870492605635162,1.2525706804350323,1403.2336940603768,38.223311558748435,204.697076250603,18.226721835000916,development,vgg,cifar10,dw_128_conv_3_dense_2_w_0.001_lr_0.001_bs_8_drop_0.5_opt_sgd-mom_convwidth_256,0.9994999766349792,0.8634999990463257,0.0033878204412758,0.5729346871376038,0.1359999775886535,0.5695468666963279,0.1365000009536743,,,,,,8,"{""bs"":8,""convwidth"":256,""dense_width"":128,""dropout_p"":0.5,""num_conv_blocks"":3,""num_dense_layers"":2,""weight_decay"":0.001}",0.001,,0.5,,256.0,3.0,128.0,2.0
task1:669,task1,task1_v4,669,5642890,18,9,41.74900972974015,42.56920191384742,57.600231043435905,1.3530963338238908,1.3796789772094653,1567.4046807060904,38.20552349920631,220.09996140878394,18.492219682750896,development,vgg,cifar10,dw_128_conv_3_dense_2_w_0.001_lr_0.001_bs_8_drop_0.5_opt_sgd-mom_convwidth_512,0.9998800158500672,0.8597999811172485,0.0017940722173079,0.5843328237533569,0.1400800347328186,0.582538751536049,0.1402000188827514,,,,,,8,"{""bs"":8,""convwidth"":512,""dense_width"":128,""dropout_p"":0.5,""num_conv_blocks"":3,""num_dense_layers"":2,""weight_decay"":0.001}",0.001,,0.5,,512.0,3.0,128.0,2.0
task1:728,task1,task1_v4,728,1687626,18,9,36.33727829069054,33.246849212500955,13.690994832816143,0.41179826531256,0.3767754624683522,1315.4031621395561,42.42556608203712,48.33145050345991,13.369558470402769,development,vgg,cifar10,dw_128_conv_3_dense_2_w_0_lr_0.001_bs_512_drop_0.5_opt_sgd-mom_convwidth_256,0.9982799887657166,0.7854999899864197,0.0092015592381358,1.2595179080963137,0.2127799987792968,1.2503163488581777,0.2145000100135803,,,,,,512,"{""bs"":512,""convwidth"":256,""dense_width"":128,""dropout_p"":0.5,""num_conv_blocks"":3,""num_dense_layers"":2,""weight_decay"":0.0}",0.0,,0.5,,256.0,3.0,128.0,2.0
task1:729,task1,task1_v4,729,5642890,18,9,44.804809240958065,42.60338172737494,12.304051439945978,0.28880457233844353,0.27461452572591916,2003.9081219452069,45.29006743519321,44.64437263381912,12.84994603647125,development,vgg,cifar10,dw_128_conv_3_dense_2_w_0_lr_0.001_bs_512_drop_0.5_opt_sgd-mom_convwidth_512,0.9984599947929382,0.7850000262260437,0.0098653640598058,1.1390572786331177,0.2134599685668945,1.1291919145733118,0.2149999737739563,,,,,,512,"{""bs"":512,""convwidth"":512,""dense_width"":128,""dropout_p"":0.5,""num_conv_blocks"":3,""num_dense_layers"":2,""weight_decay"":0.0}",0.0,,0.5,,512.0,3.0,128.0,2.0
task1:733,task1,task1_v4,733,5642890,18,9,69.04309139753336,42.586505081176966,53.36129003391119,1.2530093730912102,0.7728693625068124,4732.375842516289,51.98858772500908,246.979910391235,28.16021287328927,development,vgg,cifar10,dw_128_conv_3_dense_2_w_0_lr_0.001_bs_8_drop_0.5_opt_sgd-mom_convwidth_512,0.997060000896454,0.8417999744415283,0.0091037303209304,0.955754578113556,0.1552600264549255,0.9466508477926254,0.1582000255584716,,,,,,8,"{""bs"":8,""convwidth"":512,""dense_width"":128,""dropout_p"":0.5,""num_conv_blocks"":3,""num_dense_layers"":2,""weight_decay"":0.0}",0.0,,0.5,,512.0,3.0,128.0,2.0
task2:239,task2,task2_v1,239,9200138,26,13,109.95182660189973,75.19435096098616,63.229886965425415,0.8408861324999216,0.5750689999390418,9894.944449395345,80.58306718693775,174.8083670770384,25.028245456338585,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_1024_drop_0.25_opt_sgd-mom_wd_0.001,0.9983346462249756,0.9138752222061156,0.0097795873880386,0.338681161403656,0.0844594240188598,0.3289015740156173,0.0861247777938842,,12.0,,,,1024,"{""bs"":1024,""depth"":12,""dropout_p"":0.25,""weight_decay"":0.001}",0.001,,0.25,,,,,
task2:240,task2,task2_v1,240,9200138,26,13,113.90591240994523,75.15637399617981,64.17238200382688,0.8538514911202176,0.5633806063803931,10984.053693924352,82.42982457667176,177.25075319755513,26.27925232916899,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_1024_drop_0.25_opt_sgd-mom_wd_0,0.9983755946159364,0.9131837487220764,0.0092382850125432,0.3488661348819732,0.0851918458938598,0.33962784986943,0.0868162512779235,,12.0,,,,1024,"{""bs"":1024,""depth"":12,""dropout_p"":0.25,""weight_decay"":0.0}",0.0,,0.25,,,,,
task2:241,task2,task2_v1,241,9200138,26,13,98.85498608183254,75.14732453002516,66.90288723780486,0.890289676395249,0.6767780755380653,6983.118625025386,75.40712431861321,197.49313248383456,24.991794015899078,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_1024_drop_0.5_opt_sgd-mom_wd_0.001,0.9979114532470704,0.9361939430236816,0.0097034107893705,0.2502800524234772,0.0617175102233886,0.2405766416341066,0.0638060569763183,,12.0,,,,1024,"{""bs"":1024,""depth"":12,""dropout_p"":0.5,""weight_decay"":0.001}",0.001,,0.5,,,,,
task2:244,task2,task2_v1,244,9200138,26,13,123.20480404996661,75.17893612043272,67.19079985272667,0.8937450211464887,0.5453586032690491,12885.13517118157,85.35083339978421,151.92338583383167,28.06966773208775,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_1024_drop_0_opt_sgd-mom_wd_0,0.9999181032180786,0.8595958948135376,0.0072162928991019,0.5136003494262695,0.140322208404541,0.5063840565271676,0.1404041051864624,,12.0,,,,1024,"{""bs"":1024,""depth"":12,""dropout_p"":0.0,""weight_decay"":0.0}",0.0,,0.0,,,,,
task2:245,task2,task2_v1,245,9200138,26,13,123.26683222501148,75.16737915120261,144.28534976146227,1.9195208265972092,1.1705123524070413,10495.037213620199,61.85377851971429,566.5154126144289,29.807801532302367,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_32_drop_0.25_opt_sgd-mom_wd_0.001,0.9997270107269288,0.944798707962036,0.0030721954535692,0.226011648774147,0.0549283027648925,0.2229394533205777,0.0552012920379638,,12.0,,,,32,"{""bs"":32,""depth"":12,""dropout_p"":0.25,""weight_decay"":0.001}",0.001,,0.25,,,,,
task2:250,task2,task2_v1,250,9200138,26,13,87.93867040718673,75.18169807626626,68.74623945849993,0.9144012601146886,0.7817520908626528,4922.550937868757,74.15146426947203,182.44317852216236,26.433931588373095,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_32_drop_0_opt_sgd-mom_wd_0,0.9977886080741882,0.9247848987579346,0.0081750825047492,0.3671916127204895,0.0730037093162536,0.3590165302157402,0.0752151012420654,,12.0,,,,32,"{""bs"":32,""depth"":12,""dropout_p"":0.0,""weight_decay"":0.0}",0.0,,0.0,,,,,
task2:252,task2,task2_v1,252,9200138,26,13,109.63086134808437,75.18877701693707,62.46174861209566,0.830732339189737,0.5697460354140242,9780.858845700282,81.3659293091527,164.64494714694823,25.56141741776302,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_512_drop_0.25_opt_sgd-mom_wd_0,0.9989625811576844,0.913299024105072,0.0074904984794557,0.3606626391410827,0.0856635570526123,0.353172140661627,0.0867009758949279,,12.0,,,,512,"{""bs"":512,""depth"":12,""dropout_p"":0.25,""weight_decay"":0.0}",0.0,,0.25,,,,,
task2:253,task2,task2_v1,253,9200138,26,13,72.06822983241759,75.15768030475073,79.5862282320249,1.05892342484916,1.104317789088051,2758.033352064814,64.59520279869363,223.63731223835026,24.49470061009947,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_512_drop_0.5_opt_sgd-mom_wd_0.001,0.997979700565338,0.9406499862670898,0.0093372566625475,0.2410250157117843,0.0573297142982482,0.2316877590492367,0.0593500137329101,,12.0,,,,512,"{""bs"":512,""depth"":12,""dropout_p"":0.5,""weight_decay"":0.001}",0.001,,0.5,,,,,
task2:254,task2,task2_v1,254,9200138,26,13,103.87868404967607,75.18619108894103,65.94488731303115,0.877087751858876,0.6348259791344246,8477.88053763297,78.03776845770196,201.1126983807662,26.54142502192879,development,nin,svhn,nin_depth_12_conv_512_lr_0.01_bs_512_drop_0.5_opt_sgd-mom_wd_0,0.9977476596832277,0.934657335281372,0.0094607025384902,0.2886953055858612,0.0630903244018554,0.2792346030473709,0.0653426647186279,,12.0,,,,512,"{""bs"":512,""depth"":12,""dropout_p"":0.5,""weight_decay"":0.0}",0.0,,0.5,,,,,
task2:612,task2,task2_v1,612,3429898,14,7,98.62897895009023,50.82124677830625,106.8143077228345,2.1017648029923905,1.082991113361179,8230.618031844158,43.34865988705229,959.2479734363895,25.67789838223994,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_1024_drop_0.25_opt_sgd-mom_wd_0.001,0.9999590516090392,0.7581053972244263,0.0084755346179008,0.8420051336288452,0.241853654384613,0.8335295990109444,0.2418946027755737,,6.0,,,,1024,"{""bs"":1024,""depth"":6,""dropout_p"":0.25,""weight_decay"":0.001}",0.001,,0.25,,,,,
task2:614,task2,task2_v1,614,3429898,14,7,104.50717675990838,50.805221436921336,108.78587418525255,2.141234131226428,1.0409416612140803,9828.333152674953,44.710211837250256,1031.2643945344043,24.795849168381263,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_1024_drop_0.5_opt_sgd-mom_wd_0.001,0.9999181032180786,0.7704747915267944,0.0087045431137084,0.8063156008720398,0.2294433116912841,0.7976110577583313,0.2295252084732055,,6.0,,,,1024,"{""bs"":1024,""depth"":6,""dropout_p"":0.5,""weight_decay"":0.001}",0.001,,0.5,,,,,
task2:615,task2,task2_v1,615,3429898,14,7,117.316180203144,50.79387150200958,91.26007737409566,1.796674966397966,0.7778984724534181,12446.291899577984,48.77008063768928,773.9199642767694,25.97044704714425,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_1024_drop_0.5_opt_sgd-mom_wd_0,0.9992355704307556,0.760295033454895,0.0077634849585592,1.137619137763977,0.2389405369758606,1.1298556528054178,0.2397049665451049,,6.0,,,,1024,"{""bs"":1024,""depth"":6,""dropout_p"":0.5,""weight_decay"":0.0}",0.0,,0.5,,,,,
task2:621,task2,task2_v1,621,3429898,14,7,125.60581990413746,50.82661430226938,121.59749560119594,2.392398102262867,0.9680880686420369,15029.459220749259,47.9651379468107,1296.6914605977347,28.931390114814544,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_32_drop_0.5_opt_sgd-mom_wd_0,0.9986076354980468,0.7528810501098633,0.0084495656192302,1.2772914171218872,0.2457265853881836,1.268841851502657,0.2471189498901367,,6.0,,,,32,"{""bs"":32,""depth"":6,""dropout_p"":0.5,""weight_decay"":0.0}",0.0,,0.5,,,,,
task2:623,task2,task2_v1,623,3429898,14,7,123.22291200389303,50.82649181972852,112.0896269474632,2.205338651839731,0.9096492293894329,14421.703838595928,47.98110185857131,1012.262131626164,27.553207355117802,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_32_drop_0_opt_sgd-mom_wd_0,0.99819815158844,0.7229179739952087,0.0077250120230019,1.665096402168274,0.2752801775932312,1.657371390145272,0.2770820260047912,,6.0,,,,32,"{""bs"":32,""depth"":6,""dropout_p"":0.0,""weight_decay"":0.0}",0.0,,0.0,,,,,
task2:624,task2,task2_v1,624,3429898,14,7,108.61547195195972,50.795283455031594,114.76694896620447,2.259401683776529,1.0566353660642889,11103.70163594039,44.96328276258538,1058.4683382051264,25.92331657924504,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_512_drop_0.25_opt_sgd-mom_wd_0.001,0.9999727010726928,0.7548401951789856,0.0076426616869866,0.863025963306427,0.2451325058937072,0.8553833016194403,0.2451598048210144,,6.0,,,,512,"{""bs"":512,""depth"":6,""dropout_p"":0.25,""weight_decay"":0.001}",0.001,,0.25,,,,,
task2:625,task2,task2_v1,625,3429898,14,7,111.2935554445572,50.82563651652788,84.36830897171693,1.6599557773227567,0.7580700305126513,11141.135085825137,48.6256231912484,691.7672282261456,25.40476312828654,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_512_drop_0.25_opt_sgd-mom_wd_0,0.9992355704307556,0.7364782094955444,0.0097546223551034,1.2492932081222534,0.2627573609352112,1.23953858576715,0.2635217905044555,,6.0,,,,512,"{""bs"":512,""depth"":6,""dropout_p"":0.25,""weight_decay"":0.0}",0.0,,0.25,,,,,
task2:627,task2,task2_v1,627,3429898,14,7,112.52151136212676,50.829811209417656,90.64416234828768,1.783287409328274,0.8055718524484492,11532.36288489806,48.23479964913181,897.0545359055957,26.142752730144352,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_512_drop_0.5_opt_sgd-mom_wd_0,0.9990854263305664,0.7585279941558838,0.0069783446379005,1.208340048789978,0.2405574321746826,1.2013617041520774,0.2414720058441162,,6.0,,,,512,"{""bs"":512,""depth"":6,""dropout_p"":0.5,""weight_decay"":0.0}",0.0,,0.5,,,,,
task2:629,task2,task2_v1,629,3429898,14,7,107.55023763451278,50.77904870093844,75.90386627695011,1.4947870867763489,0.7057526598397085,10205.27840769975,48.930740477296055,505.7218849439807,24.305305155324014,development,nin,svhn,nin_depth_6_conv_512_lr_0.01_bs_512_drop_0_opt_sgd-mom_wd_0,0.9999454021453856,0.7234941720962524,0.0075531643815338,1.1364624500274658,0.2764512300491333,1.128909285645932,0.2765058279037475,,6.0,,,,512,"{""bs"":512,""depth"":6,""dropout_p"":0.0,""weight_decay"":0.0}",0.0,,0.0,,,,,
