repetition,residual_r,block_permutation_p,rejected
66,-0.07117310939748801,0.28,False
67,0.06511967683169673,0.43,False
68,0.024388368854861408,0.74,False
69,-0.08322208055201381,0.23,False
70,-0.04400210005250132,0.56,False
71,0.05027975699392486,0.44,False
72,0.09286882172054302,0.12,False
73,-0.10687996207904528,0.11,False
74,0.007317182929573241,0.94,False
75,0.03997899947498688,0.68,False
76,0.11084310420993342,0.11,False
77,0.0346778799512062,0.69,False
78,0.0033465861745949374,0.95,False
79,-0.0015450386259656494,0.98,False
80,0.1539953498837471,0.05,True
81,-0.015423385584639617,0.84,False
82,-0.10343958598964977,0.12,False
83,0.09506787669691742,0.18,False
84,-0.1611280886252602,0.05,True
85,0.05348241728407307,0.45,False
86,0.00827420685517138,0.95,False
87,-0.166715792931668,0.05,True
88,-0.03322359304867595,0.66,False
89,0.11228530713267833,0.21,False
90,0.07284632115802896,0.22,False
91,-0.10462840494578286,0.15,False
92,-0.0037035953675817568,0.96,False
93,0.12718817970449264,0.08,False
94,-0.08592214805370135,0.2,False
95,0.025226130653266336,0.72,False
96,-0.011050780413553772,0.81,False
97,0.06440788435006992,0.43,False
98,-0.04509262731568291,0.58,False
99,0.08338114706453692,0.33,False
100,0.04051451286282158,0.53,False
101,0.08146103652591316,0.31,False
102,0.01565889147228681,0.83,False
103,-0.001615540388509713,0.98,False
104,-0.011036530051950844,0.87,False
105,-0.14952529420435096,0.04,True
106,-0.027563189079726994,0.69,False
107,-0.06621618023557814,0.3,False
108,-0.08773422625599742,0.19,False
109,-0.13920498012450314,0.06,False
110,0.011658291457286434,0.9,False
111,-0.17874391968491435,0.02,True
112,0.058063451586289665,0.41,False
113,0.006912172804320109,0.93,False
114,-0.07570242094893692,0.34,False
115,-0.05285532138303458,0.42,False
116,-0.04876771919297984,0.51,False
117,-0.0038010950273756846,0.95,False
118,-0.052746608225176635,0.42,False
119,0.07174232046138676,0.35,False
120,-0.048362709067726696,0.56,False
121,-0.061588539713492846,0.35,False
122,0.019505759587970607,0.86,False
123,0.04211505287632191,0.66,False
124,0.10364359108977726,0.16,False
125,0.06252306307657693,0.37,False
126,0.13448736218405463,0.06,False
127,0.0484467293357603,0.52,False
128,-0.05447536188404711,0.6,False
129,-0.06299107477686942,0.36,False
130,-0.16384840765335576,0.03,True
131,0.017735700043389847,0.8,False
132,-0.09334961874658226,0.22,False
133,-0.04231308956206813,0.54,False
134,0.025494637365934155,0.7,False
135,-0.12645170871211747,0.1,False
136,-0.06447388602486243,0.46,False
137,0.09922601786021018,0.2,False
138,-0.03765845558331308,0.63,False
139,-0.11219009682371481,0.18,False
140,-0.038061215803353685,0.61,False
141,0.07897925409857831,0.31,False
142,0.1403375610656219,0.04,True
143,-0.014528624112074975,0.86,False
144,-0.029691742293557342,0.72,False
145,-0.05113481672154497,0.5,False
146,0.1992051295321415,0.02,True
147,-0.02134255757431813,0.74,False
148,-0.11193063221381098,0.19,False
149,0.0660744266385806,0.36,False
150,-0.03495088687875701,0.64,False
151,0.14502962574064351,0.05,True
152,0.01490137253431336,0.87,False
153,-0.0633046063543907,0.39,False
154,0.020501012525313136,0.8,False
155,-0.04225605640141004,0.6,False
156,-0.10890872271806798,0.1,False
157,0.07619740493512339,0.28,False
158,0.09452789864543477,0.19,False
159,-0.18093459121526484,0.02,True
160,-0.12304887236514493,0.1,False
161,-0.005107627690692268,0.98,False
162,0.053798844971124284,0.44,False
163,-0.0005520138003450087,1.0,False
164,-0.11293032325808146,0.12,False
165,0.12530263256581417,0.06,False
166,0.040361509037725944,0.55,False
167,0.08946977029542753,0.24,False
168,-0.05243081077026926,0.47,False
169,-0.02068851721293033,0.79,False
170,0.12745448415754448,0.08,False
171,0.043670591764794126,0.55,False
172,0.12141153528838222,0.11,False
173,-0.027881197029925753,0.68,False
174,0.0347641321398555,0.57,False
175,-0.14155253881347038,0.04,True
176,0.03409885247131179,0.52,False
177,-0.09927398184954625,0.29,False
178,-0.08525313132828323,0.24,False
179,-0.0062581564539113494,0.91,False
180,0.039006254411051086,0.66,False
181,0.015930398259956503,0.89,False
182,0.02802670066751669,0.75,False
183,-0.05543240659732131,0.48,False
184,0.024748377990093242,0.79,False
185,-0.14835670891772296,0.04,True
186,0.03346133653341334,0.64,False
187,0.04518712967824196,0.5,False
188,-0.08988224705617641,0.27,False
189,0.054885642723187966,0.42,False
190,-0.0336496164776243,0.61,False
191,-0.01651841296032401,0.87,False
192,0.0013980349508737721,0.99,False
193,-0.09676591914797872,0.17,False
194,-0.006804172655881622,0.93,False
195,-0.08573920778460047,0.22,False
196,-0.01887947906678265,0.78,False
197,-0.01842196054901373,0.87,False
198,0.06676816920423011,0.42,False
199,-0.1676621915547889,0.03,True
200,0.14044401110027752,0.09,False
201,-0.010018750468761719,0.89,False
202,0.04471538465288871,0.52,False
203,-0.050852771319282994,0.47,False
204,0.05180979524488113,0.5,False
205,0.0010305257631440788,0.98,False
206,-0.0737433435835896,0.23,False
207,0.0032078313987219686,0.98,False
208,-0.0212030300757519,0.82,False
209,-0.0423865755593578,0.64,False
210,-0.008308707717692944,0.89,False
211,-0.13844231488960843,0.07,False
212,-0.09134331783669654,0.19,False
213,0.036341408535213386,0.66,False
214,-0.06880974604731079,0.35,False
215,0.04017250431260782,0.55,False
216,0.08477243289014692,0.26,False
217,-0.08150003750093754,0.29,False
218,-0.06680569519452026,0.42,False
219,-0.008610218484294645,0.9,False
220,-0.0191967371172057,0.77,False
221,0.06583964599114979,0.38,False
222,0.028013960854258647,0.76,False
223,-0.015790900694106224,0.81,False
224,-0.07942248556213907,0.26,False
225,-0.05450463305506761,0.53,False
226,0.14802670066751672,0.04,True
227,0.0015375384384609615,1.0,False
228,0.034037350933773344,0.67,False
229,-0.005352133803345085,0.93,False
230,-0.07887425143413569,0.28,False
231,-0.08850071251781295,0.22,False
232,0.011884797119927999,0.89,False
233,0.019960999024975626,0.87,False
234,0.044587114677866954,0.55,False
235,0.07467336683417086,0.31,False
236,-0.10483316014144597,0.15,False
237,0.05794644866121654,0.37,False
238,-0.09221784002769719,0.27,False
239,-0.07914647866196657,0.25,False
240,-0.1264179578556895,0.1,False
241,0.036115666435038336,0.67,False
242,-0.17424517147123833,0.03,True
243,-0.058379959498987485,0.46,False
244,-0.045443670174507,0.47,False
245,0.1290632749806117,0.07,False
246,0.029647513423470655,0.72,False
247,-0.007503187579689494,0.93,False
248,0.008880222005550139,0.88,False
249,-0.019948998724968126,0.81,False
250,0.14833870846771172,0.06,False
251,0.02281707042676067,0.68,False
252,0.02027002195306529,0.8,False
253,-0.08568214205355135,0.17,False
254,-0.04661968297445875,0.49,False
255,0.05212634225331302,0.54,False
256,-0.06365186516608307,0.37,False
257,0.10990624765619142,0.14,False
258,-0.10397892745741127,0.14,False
259,-0.04029700742518563,0.55,False
260,0.022518562964074104,0.79,False
261,0.00377409435235881,1.0,False
262,0.0042023566347999045,0.95,False
263,-0.020052501312532816,0.89,False
264,0.010948777825238086,0.9,False
265,-0.01768544876826374,0.81,False
266,-0.10975028491348741,0.1,False
267,0.008025200630015751,0.89,False
268,0.07886450118672317,0.33,False
269,-0.0021765560463181924,0.93,False
270,-0.15157965317606928,0.07,False
271,-0.10113331625790717,0.2,False
272,-0.005190881718623977,0.98,False
273,-0.016543913597839948,0.84,False
274,-0.12030905284222435,0.12,False
275,0.06686867171679292,0.34,False
276,-0.008862224878956928,0.92,False
277,0.08675616890422264,0.25,False
278,-0.1214543319036806,0.09,False
279,0.06748818720468013,0.39,False
280,0.01945848646216156,0.8,False
281,-0.04825170629265731,0.42,False
282,0.019124735290159334,0.8,False
283,0.03400135003375085,0.72,False
284,-0.010072759373556704,0.93,False
285,0.06120903022575565,0.49,False
286,-0.01013425335633391,0.89,False
287,-0.07885400092027889,0.27,False
288,-0.06034203117904541,0.38,False
289,0.07869649692361498,0.34,False
290,0.0487197362633111,0.53,False
291,-0.005450388303603588,0.9,False
292,-0.0118247956198905,0.85,False
293,0.132421909864179,0.06,False
294,-0.07634140853521339,0.29,False
295,-0.10599868971675903,0.12,False
296,0.09013575339383487,0.26,False
297,-0.08085052126303159,0.26,False
298,0.04641716042901073,0.52,False
299,-0.033029325733143336,0.67,False
300,0.024909622740568516,0.75,False
301,-0.014233855846396162,0.85,False
302,-0.04060528035899197,0.6,False
303,-0.053744843621090534,0.47,False
304,-0.040477027104565626,0.65,False
305,-0.05940900750356959,0.47,False
306,0.1769249894716203,0.02,True
307,-0.013356333908347711,0.82,False
308,-0.00027900697517437944,1.0,False
309,0.06444988541584697,0.38,False
310,0.05782494562364059,0.38,False
311,-0.016588914722868074,0.82,False
312,-0.05938125679939546,0.44,False
313,0.03495837395934899,0.67,False
314,-0.05077626940673518,0.38,False
315,0.012859076299061993,0.88,False
316,-0.010854271356783922,0.86,False
317,0.04162454061351534,0.5,False
318,-0.023748593714842878,0.77,False
319,0.18460961524038105,0.02,True
320,-0.018038707732209974,0.86,False
321,-0.07882627977672642,0.21,False
322,-0.02047401185029626,0.78,False
323,0.13033090489489954,0.06,False
324,-0.09113181246974783,0.17,False
325,0.07256131403285083,0.34,False
326,-0.1660714640634123,0.05,True
327,0.003630842132619371,0.96,False
328,0.00755418885472137,0.93,False
329,0.007473189632187443,0.84,False
330,-0.10523663091577291,0.16,False
331,0.04230705767644191,0.58,False
332,0.03175879396984925,0.7,False
333,0.05467563739430273,0.38,False
334,-0.01809795923571688,0.81,False
335,0.07615093232991323,0.23,False
336,0.01284182104552614,0.9,False
337,0.08832599127203475,0.21,False
338,-0.12596874369515015,0.11,False
339,-0.12148658272204513,0.07,False
340,-0.02378236239583169,0.69,False
341,-0.04792023394602411,0.53,False
342,-0.024588623936334115,0.62,False
343,0.00011025292170245611,1.0,False
344,0.08810620265506638,0.17,False
345,0.013006834926003005,0.88,False
346,0.09907001390160973,0.18,False
347,0.11522542384513819,0.14,False
348,-0.028273478042067538,0.7,False
349,0.0656641416035401,0.39,False
350,-0.06286209512566825,0.39,False
351,0.08683567089177231,0.23,False
352,-0.03903624054460656,0.57,False
353,0.03646217522769897,0.64,False
354,0.0983462455359874,0.18,False
355,0.017290932273306834,0.85,False
356,0.022208055201380035,0.74,False
357,-0.00031500787519687994,1.0,False
358,-0.09673891847296184,0.2,False
359,-0.13207830195754897,0.05,True
360,-0.03899047476186905,0.6,False
361,0.03682742068551714,0.63,False
362,-0.0748473992527613,0.3,False
363,0.05247131178279457,0.48,False
364,-0.0013290342226316067,0.99,False
365,0.04286357158928974,0.5,False
366,-0.05036302796183808,0.54,False
367,0.13111827795694894,0.02,True
368,0.05052281990867366,0.53,False
369,-0.07915547888697219,0.3,False
370,0.012427810695267385,0.89,False
371,-0.06529743140885878,0.27,False
372,0.05329035224269191,0.59,False
373,0.031014787000222314,0.66,False
374,-0.0030225766978839216,0.94,False
375,0.05325733143328584,0.47,False
376,0.04309157728943225,0.56,False
377,-0.16689123486509647,0.01,True
378,-0.11218330458261458,0.06,False
379,-0.09886747168679216,0.22,False
380,0.04672766819170479,0.49,False
381,-0.015334139103780838,0.84,False
382,-0.1620880522013051,0.03,True
383,-0.019378991741916818,0.81,False
384,0.1096842832386949,0.15,False
385,-0.014223360917784289,0.88,False
386,0.022356575681830096,0.79,False
387,-0.027248181204530115,0.69,False
388,0.010554263856596415,0.93,False
389,-0.045568139203480094,0.46,False
390,-0.01571739293482337,0.87,False
391,0.016635415885397135,0.86,False
392,0.024450611265281634,0.7,False
393,0.07766144153603842,0.33,False
394,-0.016776419410485265,0.82,False
395,-0.11980429003386804,0.07,False
396,0.09246081152028802,0.13,False
397,0.043109593905948394,0.62,False
398,-0.007093680002130553,0.94,False
399,0.0592919822995575,0.49,False
400,-0.036882935904501174,0.63,False
401,0.18832220805520142,0.01,True
402,-0.1047206180154504,0.12,False
403,-0.05908424926282921,0.48,False
404,-0.0618585464636616,0.42,False
405,-0.1914317857946449,0.03,True
406,-0.07859074424014062,0.29,False
407,0.08079651991299784,0.29,False
408,0.042528329156355335,0.53,False
409,-0.02566340120880748,0.76,False
410,0.06802070051751295,0.23,False
411,0.10886522163054078,0.13,False
412,-0.19168468588066143,0.01,True
413,0.0025725652788441316,0.98,False
414,-0.0034133366134168055,0.94,False
415,0.0032505824835307486,0.96,False
416,0.054167144803993934,0.57,False
417,0.06604295060599669,0.36,False
418,-0.015571889297232433,0.84,False
419,-0.05090006067657674,0.54,False
420,0.11521571680470773,0.13,False
421,-0.0060136503412585324,0.97,False
422,0.019799759843821547,0.78,False
423,0.06786769669241732,0.32,False
424,0.18869053802241562,0.01,True
425,0.009924248106202656,0.89,False
426,-0.15543769423150208,0.06,False
427,0.12668951225494057,0.04,True
428,-0.07824345608640217,0.29,False
429,0.07000225005625141,0.42,False
430,-0.0750663766594165,0.34,False
431,0.07458567058103845,0.35,False
432,-0.09199429985749644,0.29,False
433,-0.0444251106277657,0.54,False
434,-0.049583739593489835,0.53,False
435,-0.052847090994937715,0.38,False
436,-0.016545413635340886,0.88,False
437,0.13537693518973998,0.05,True
438,-0.07944354567132339,0.22,False
439,-0.03726469559165326,0.49,False
440,-0.0613350333758344,0.42,False
441,-0.10661216530413262,0.12,False
442,0.050315757893947356,0.45,False
443,0.011260035723407275,0.9,False
444,0.0333518337958449,0.68,False
445,-0.027974209845576796,0.65,False
446,0.04090452261306534,0.55,False
447,-0.01857346433660842,0.83,False
448,-0.0643291082277057,0.43,False
449,0.023277599398184502,0.74,False
450,0.005710642766069153,0.92,False
451,-0.029169740182159176,0.7,False
452,-0.09249159697427972,0.17,False
453,0.03183379584489613,0.7,False
454,-0.02511212780319508,0.73,False
455,0.10377409435235882,0.09,False
456,-0.02428560714017851,0.66,False
457,-0.0031080777019425487,0.92,False
458,-0.15014186615305344,0.06,False
459,-0.015454886372159306,0.78,False
460,0.03200780019500488,0.7,False
461,0.03917499406547717,0.65,False
462,0.09415735393384836,0.25,False
463,-0.046366159153978855,0.47,False
464,0.017317945937112753,0.8,False
465,-0.015559888997224932,0.85,False
466,0.060603015075376895,0.4,False
467,-0.10800874072180341,0.2,False
468,-0.0677866946673667,0.37,False
469,-0.046163688714984406,0.53,False
470,-0.06340508512712818,0.39,False
471,0.05560789019725494,0.36,False
472,0.10348458711467788,0.2,False
473,0.010119252981324534,0.88,False
474,0.058764741155310954,0.47,False
475,0.007387693003480236,0.83,False
476,-0.052136803420085504,0.52,False
477,0.0736931475985714,0.33,False
478,-0.02610065251631291,0.76,False
479,0.07367884197104928,0.36,False
480,0.10912922823070578,0.16,False
481,-0.013421590572861731,0.87,False
482,-0.004429610740268508,0.94,False
483,-0.020288007200180005,0.79,False
484,0.12090606799148379,0.12,False
485,-0.04989351604797323,0.44,False
486,0.08454211355283883,0.22,False
487,-0.04496212405310133,0.48,False
488,0.11403968652192795,0.1,False
489,0.017035932286782976,0.82,False
490,0.011025275631890798,0.89,False
491,-0.04903024414244857,0.55,False
492,0.05132828320708019,0.51,False
493,0.05924625337368353,0.41,False
494,0.09504319736235882,0.24,False
495,-0.019137478436960925,0.85,False
496,-0.009322740060559182,0.94,False
497,-0.0933571189368996,0.19,False
498,-0.02891772294307358,0.63,False
499,0.08824198914048065,0.2,False
